path,kind,loc,last_commit_date,last_commit_subject,classification,confidence,inbound_refs_count,inbound_refs,outbound_refs,breaks_if_deleted,notes
Balancing_and_Sampling/reproduceCanvasPadError.C,other,128,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:320(doc); REPOSITORY_FILE_CATALOG.md:321(doc),,"Nothing in the campaign pipeline. PlottingScripts/B_Balancing_GeneralPlotting.C is #included by Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:1, so the set is internally coupled and must go together or not at all.","2024-era balancing/sampling study, whole directory last touched e2d18da7c 2026-02-24 / 30341d5c1 2026-03-28. Zero edges into live code. Blocked on: is any of this a provenance record for a published/thesis result?"
Balancing_and_Sampling/reproduceCanvasPadError.C~,editor-backup,54,2026-02-24,Updated strucutre and comments,STALE,high,0,REPOSITORY_FILE_CATALOG.md:321(doc),,Nothing.,Editor backup file under version control. Zero code inbound; not in any Makefile; not ROOT-loaded. Last change e2d18da7c 2026-02-24.
Balancing_and_Sampling/vRelYieldsErrBBMULTCONDENSED.txt,text,64,2026-02-24,Updated strucutre and comments,UNSURE,medium,3,Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:785; Other/B_Balancing_GeneralPlotting_BEFORE_DOCUMENTATION.C:810; PlottingScripts/B_Balancing_GeneralPlotting.C:776; REPOSITORY_FILE_CATALOG.md:322(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vRelYieldsErrBBMULTGENERAL.txt,text,112,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:268(doc); REPOSITORY_FILE_CATALOG.md:323(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vRelYieldsRatioErrBBMULTCONDENSED.txt,text,32,2026-02-24,Updated strucutre and comments,UNSURE,medium,3,Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:805; Other/B_Balancing_GeneralPlotting_BEFORE_DOCUMENTATION.C:830; PlottingScripts/B_Balancing_GeneralPlotting.C:796; REPOSITORY_FILE_CATALOG.md:324(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vRelYieldsRatioErrBBMULTGENERAL.txt,text,56,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:269(doc); REPOSITORY_FILE_CATALOG.md:325(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vYieldsErrBBMULTCONDENSED.txt,text,64,2026-02-24,Updated strucutre and comments,UNSURE,medium,3,Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:747; Other/B_Balancing_GeneralPlotting_BEFORE_DOCUMENTATION.C:772; PlottingScripts/B_Balancing_GeneralPlotting.C:738; REPOSITORY_FILE_CATALOG.md:326(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vYieldsErrBBMULTGENERAL.txt,text,112,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:327(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vYieldsRatioErrBBMULTCONDENSED.txt,text,32,2026-02-24,Updated strucutre and comments,UNSURE,medium,3,Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:767; Other/B_Balancing_GeneralPlotting_BEFORE_DOCUMENTATION.C:792; PlottingScripts/B_Balancing_GeneralPlotting.C:758; REPOSITORY_FILE_CATALOG.md:328(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Balancing_and_Sampling/vYieldsRatioErrBBMULTGENERAL.txt,text,56,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:270(doc); REPOSITORY_FILE_CATALOG.md:329(doc),,Nothing executes; these are numeric result dumps.,Yield/error tables emitted by the Balancing study. Same question as the set above.
Condor_README.md,markdown,175,2026-08-03,"Document taking the cluster id from condor_submit, not the queue",SUPPORT,high,0,README.md:23(doc); REPOSITORY_FILE_CATALOG.md:34(doc); REPOSITORY_FILE_CATALOG.md:35(doc); REPOSITORY_FILE_CATALOG.md:36(doc); REPOSITORY_FILE_CATALOG.md:330(doc); REPOSITORY_FILE_CATALOG.md:617(doc); REPOSITORY_FILE_CATALOG.md:630(doc); REPOSITORY_FILE_CATALOG.md:631(doc) (+5 more),,Documentation only. Nothing executes.,Submission/monitoring notes; differs Nikhef vs physics-focus.
Literature/References.bib,bibtex,388,2026-07-30,"Docs, submit wrappers, and environment setup for the publication pipeline",SUPPORT,high,0,REPOSITORY_FILE_CATALOG.md:331(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:24(doc); docs/audits/PRE_IMPLEMENTATION_SOURCE_OF_TRUTH_AUDIT.md:27(doc),,Documentation only. Nothing executes.,Paper bibliography.
Literature/pveen_14443260_msc_thesis-1_mwa2azwk.pdf,pdf,,2026-04-29,Snapshot local working tree before split HF update,SUPPORT,medium,0,,,Nothing. Reference thesis PDF.,"Literature reference, not pipeline."
Makefile,makefile,208,2026-08-03,Declare shared card settings once and propagate them,ACTIVE,high,2,SimulationScripts/Makefile:1; tests/test_external_header_warning_contract.py:13; REPOSITORY_FILE_CATALOG.md:614(doc); REPOSITORY_FILE_CATALOG.md:615(doc); REPOSITORY_FILE_CATALOG.md:616(doc); REPOSITORY_FILE_CATALOG.md:617(doc); REPOSITORY_FILE_CATALOG.md:618(doc); REPOSITORY_FILE_CATALOG.md:621(doc) (+8 more),config/dependencies.local.conf.example; config/tune_difference_allowlist_v1.json; docs/WORKSPACE.md; runCondorJob.sh; tools/apply_card_config.py; tools/build_canonical_manifest.py; tools/build_producer.sh; tools/campaign_status.py,"Every make target. Immediate, loud.",Top-level entry point; handoff key-file table.
Other/B_Balancing_GeneralPlotting_BEFORE_DOCUMENTATION.C,other,3076,2026-02-24,Updated strucutre and comments,STALE,high,0,REPOSITORY_FILE_CATALOG.md:307(doc); REPOSITORY_FILE_CATALOG.md:309(doc); REPOSITORY_FILE_CATALOG.md:311(doc); REPOSITORY_FILE_CATALOG.md:313(doc); REPOSITORY_FILE_CATALOG.md:315(doc); REPOSITORY_FILE_CATALOG.md:316(doc); REPOSITORY_FILE_CATALOG.md:322(doc); REPOSITORY_FILE_CATALOG.md:324(doc) (+3 more),Balancing_and_Sampling/B_Balancing_GeneralPlotting.C; Balancing_and_Sampling/Plots/globalCanvasRelativeYieldsMACRO.C; Balancing_and_Sampling/Plots/globalCanvasYieldsMACRO.C; Balancing_and_Sampling/vRelYieldsErrBBMULTCONDENSED.txt; Balancing_and_Sampling/vRelYieldsRatioErrBBMULTCONDENSED.txt; Balancing_and_Sampling/vYieldsErrBBMULTCONDENSED.txt; Balancing_and_Sampling/vYieldsRatioErrBBMULTCONDENSED.txt; PlottingScripts/B_Balancing_GeneralPlotting.C,Nothing.,Named snapshot duplicate (3076 L) of Balancing_and_Sampling/B_Balancing_GeneralPlotting.C (3051 L). Zero code inbound. Sole occupant of Other/. Last change e2d18da7c 2026-02-24.
PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md,markdown,2518,2026-07-30,Move the production energy to 13.6 TeV (LHC Run 3),UNSURE,low,0,REPOSITORY_FILE_CATALOG.md:11(doc); REPOSITORY_FILE_CATALOG.md:32(doc); REPOSITORY_FILE_CATALOG.md:37(doc); REPOSITORY_FILE_CATALOG.md:334(doc); REPOSITORY_FILE_CATALOG.md:413(doc); REPOSITORY_FILE_CATALOG.md:414(doc); REPOSITORY_FILE_CATALOG.md:415(doc); REPOSITORY_FILE_CATALOG.md:589(doc) (+7 more),,Nothing. 128 KB / 2518 lines of agent instructions.,"Last change 8cc1a7ca0 2026-07-30, pre-gate-deletion. Note: this file is UNTRACKED in the main checkout and TRACKED on physics-focus. Blocked on: is it still the working spec?"
Paper/Tables/generated_heavy_flavor_summary.tex,latex,25,2026-07-15,Add paper heavy-flavor summary table,UNSURE,low,3,AnalysisScripts/CountEvents/generated_heavy_flavor_summary.C:13; AnalysisScripts/CountEvents/generated_heavy_flavor_summary.C:741; AnalysisScripts/CountEvents/generated_heavy_flavor_summary.C:747; REPOSITORY_FILE_CATALOG.md:26(doc); REPOSITORY_FILE_CATALOG.md:335(doc),,Nothing. A generated LaTeX table.,Generated by AnalysisScripts/CountEvents/generated_heavy_flavor_summary.C (:1). Blocked on: same question as its generator.
PlottingScripts/B_Balancing_GeneralPlotting.C,other,2217,2026-02-24,Updated strucutre and comments,UNSURE,medium,2,Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:1; Other/B_Balancing_GeneralPlotting_BEFORE_DOCUMENTATION.C:1; Balancing_and_Sampling/CalculateErrors/B_Balancing_MakeOutputYields.C~:1(doc); PlottingScripts/README.md:501(doc); REPOSITORY_FILE_CATALOG.md:260(doc); REPOSITORY_FILE_CATALOG.md:307(doc); REPOSITORY_FILE_CATALOG.md:309(doc); REPOSITORY_FILE_CATALOG.md:311(doc) (+8 more),Balancing_and_Sampling/B_Balancing_GeneralPlotting.C; Balancing_and_Sampling/Plots/globalCanvasRelativeYieldsMACRO.C; Balancing_and_Sampling/Plots/globalCanvasYieldsMACRO.C; Balancing_and_Sampling/vRelYieldsErrBBMULTCONDENSED.txt; Balancing_and_Sampling/vRelYieldsRatioErrBBMULTCONDENSED.txt; Balancing_and_Sampling/vYieldsErrBBMULTCONDENSED.txt; Balancing_and_Sampling/vYieldsRatioErrBBMULTCONDENSED.txt,"Nothing in the campaign pipeline. PlottingScripts/B_Balancing_GeneralPlotting.C is #included by Balancing_and_Sampling/B_Balancing_GeneralPlotting.C:1, so the set is internally coupled and must go together or not at all.","2024-era balancing/sampling study, whole directory last touched e2d18da7c 2026-02-24 / 30341d5c1 2026-03-28. Zero edges into live code. Blocked on: is any of this a provenance record for a published/thesis result?"
PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Markers_MotherStudy.C,other,1071,2026-02-24,Updated strucutre and comments,UNSURE,medium,1,PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C:42; REPOSITORY_FILE_CATALOG.md:337(doc); REPOSITORY_FILE_CATALOG.md:338(doc),PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C,Nothing. Not reachable from run_paper_plots.sh.,"D+/D-/B+/B- comparison study, last change e2d18da7c 2026-02-24. Its outputs are the 40 tracked figures under DpDmBpBm_ComparisonStudy/Plots/. Blocked on: does this study appear in the paper?"
PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C,other,851,2026-02-24,Updated strucutre and comments,UNSURE,medium,3,PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Markers_MotherStudy.C:2; PlottingScripts/DpDmBpBm_ComparisonStudy/SameDiffMother_Markers_MotherStudy.C:2; PlottingScripts/DpDmBpBm_ComparisonStudy/SameDiffMother_Stacked_MotherStudy.C:2; REPOSITORY_FILE_CATALOG.md:337(doc); REPOSITORY_FILE_CATALOG.md:338(doc); REPOSITORY_FILE_CATALOG.md:381(doc); REPOSITORY_FILE_CATALOG.md:382(doc),PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Markers_MotherStudy.C; PlottingScripts/DpDmBpBm_ComparisonStudy/SameDiffMother_Markers_MotherStudy.C; PlottingScripts/DpDmBpBm_ComparisonStudy/SameDiffMother_Stacked_MotherStudy.C,Nothing. Not reachable from run_paper_plots.sh.,"D+/D-/B+/B- comparison study, last change e2d18da7c 2026-02-24. Its outputs are the 40 tracked figures under DpDmBpBm_ComparisonStudy/Plots/. Blocked on: does this study appear in the paper?"
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscBMesonsAs_hDPhiHH_hDPhiAsMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscBMesonsAs_hDPhiLL_hDPhiAsMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscBMesonsTr_hDPhiHH_hDPhiTrMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscBMesonsTr_hDPhiLL_hDPhiTrMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedAs_hDPhiHH_hDPhiAsMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedAs_hDPhiLL_hDPhiAsMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedSelectionAs_hDPhiHH_hDPhiAsMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedSelectionAs_hDPhiLL_hDPhiAsMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedSelectionTr_hDPhiHH_hDPhiTrMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedSelectionTr_hDPhiLL_hDPhiTrMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedTr_hDPhiHH_hDPhiTrMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/MarkerscStackedTr_hDPhiLL_hDPhiTrMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cBMesonsAs_hDPhiHH_hDPhiAsMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cBMesonsAs_hDPhiLL_hDPhiAsMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cBMesonsTr_hDPhiHH_hDPhiTrMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cBMesonsTr_hDPhiLL_hDPhiTrMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cStackedAs_hDPhiHH_hDPhiAsMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cStackedAs_hDPhiLL_hDPhiAsMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cStackedTr_hDPhiHH_hDPhiTrMotherHH.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayAndHadronisation/cStackedTr_hDPhiLL_hDPhiTrMotherLL.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscBMesonsAs_hDPhiAsDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscBMesonsTr_hDPhiTrDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscBMesonsTr_hDPhiTrSameMother_hTrPtSameMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscStackedAs_hDPhiAsDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscStackedSelectionAs_hDPhiAsDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscStackedSelectionTr_hDPhiTrDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
